ArtikelNummer,Omschrijving,Plato,AlcoholGraad,Eenheid,PrijsInEuroExclusiefTaksen
1005533,Slaapmutske Hop Collection 24/33cl,16,10,24/33cl,24.64
1002424,Slaapmutske Tripel 24/33cl,16,8.1,24/33cl,21.78
1004764,Slaapmutske Tripel Bio 24/33cl,16,8,24/33cl,24.44
1002420,Sloeber 24/33cl,16.1,7.5,24/33cl,22.11
1007775,Slurfke,16,8.5,24/33cl,17.86
1002394,Special De Ryck 24/33cl,10.9,5.5,24/33cl,17.72
1008098,Spencer,14,6.5,24/33cl,44.23
1009048,Spencer IPA 24/35cl,14,6.5,24/35cl,42.74
1002367,St.Bernardus Abt 12 12/75cl,20,10,12/75cl,38.6
1002366,St.Bernardus Abt 12 24/33cl,20.7,10,24/33cl,22.94
1002368,St.Bernardus Pater 6 24/33cl,16.1,6.7,24/33cl,13.99
1002370,St.Bernardus Prior 8 24/33cl,18.4,8,24/33cl,18.49
1002371,St.Bernardus Prior 8 12/75cl,18,8,12/75cl,32.66
1002441,St.Bernardus Tripel 12/75cl,18,8,12/75cl,32.66
1002440,St.Bernardus Tripel 24/33cl,18.4,8,24/33cl,18.49
1005714,St.Bernardus Witbier 12/75cl,12,5.5,12/75cl,27.86
1002380,St.Bernardus Witbier 24/33cl,12,5.5,24/33cl,13.58
1002399,St.Feuillien Blond 12/75cl,16.8,7.5,12/75cl,25.57
1002398,St.Feuillien Blond 24/33cl,16.8,7.5,24/33cl,20.81
1002401,St.Feuillien Donker 12/75cl,18,7.5,12/75cl,26.29
1002400,St.Feuillien Donker 24/33cl,18,7.5,24/33cl,20.83
1005954,St.Feuillien Grand Cru 12/75cl,20,9.5,12/75cl,39.17
1002122,St.Feuillien Grand Cru 24/33cl,20,9.5,24/33cl,24.88
1004733,St.Feuillien Saison 12/75cl,14,5,12/75cl,23.53
1005144,St.Feuillien Saison 24/33cl,14,5,24/33cl,19.99
1002403,St.Feuillien Tripel12/75cl,18,8.5,12/75cl,27.7
1002402,St.Feuillien Tripel 24/33cl,18,8.5,24/33cl,23.74
1001533,St.Louis Gueuze Fond Tradition 12/75cl,12.8,5,12/75cl,24.47
1001539,St.Louis Kriek 24/25cl,12.8,5,24/25cl,12.95
1001534,"St.Louis Kriek Fond Tradition 12/37,5cl",14,6.5,"12/37,5cl",16.53
1001535,St.Louis Premium Framboise 24/25cl,14.4,4.5,24/25cl,21.09
1001531,St.Louis Premium Gueuze 24/25cl,12.8,5,24/25cl,10.96
1001231,St.Louis Premium Kriek 24/25cl,14.28,3.2,24/25cl,14.74
1001541,St.Louis Premium Peche 24/25cl,14,2.6,24/25cl,18.72
1001822,Steenbrugge Blond 24/33cl,14.4,5,24/33cl,19.19
1001794,Steenbrugge Dubbel Bruin 24/33cl,13.9,6.5,24/33cl,19.21
1001795,Steenbrugge Tripel 24/33cl,17.7,9,24/33cl,22.63
1002585,Steenbrugge Wit 24/25cl,12,5,24/25cl,11.49
1004724,Steenuilke 24/33cl,15.9,6.5,24/33cl,20.33
1005227,Straffe Hendrik Quadruppel 12/75cl,22,11,12/75cl,41.55
1002384,Straffe Hendrik Quadruppel 24/33cl,22,11,24/33cl,29.12
1000947,Straffe Hendrik Tripel 12/75cl,19.5,9,12/75cl,38.77
1002411,Straffe Hendrik Tripel 24/33cl,19.5,9,24/33cl,26.02
1006495,Straffe Hendrik Wild 24/33cl,19.5,9,24/33cl,28.46
1004497,Strubbe Ichtegems Grand Cru 24/33cl,15,6,24/33cl,18.92
1001990,Strubbe Dikke Mathile 24/25cl,14,6,24/25cl,14.78
1002112,Strubbe Ichtegems Oud Bruin 24/25cl,12,5,24/25cl,11.86
1002509,Strubbe Vlaskop 24/25cl,12,5.5,24/25cl,10.73
1002326,Struise Pannepot 24/33cl,24,10,24/33cl,33.75
1005064,Struise Sint Amatus 2013 24/33cl,24,11,24/33cl,39.53
1006013,Struise XXX Rye Triple Reserva 24/33cl,24,10,24/33cl,40.36
1004637,Tempelier Corsendonk 24/33cl,12.5,6,24/33cl,19.9
1002461,Tongerlo Blond 24/33cl,14.4,6,24/33cl,21.83
1002462,Tongerlo Dubbel 24/33cl,16,6,24/33cl,21.31
1002471,Tongerlo Tripel Prior 24/33cl,20,9,24/33cl,23.24
1004730,Tripel Klok 24/33cl,18,8.5,24/33cl,21.77
1008722,Triporteur Bling Bling,18.2,8.8,12/33cl,14.49
1007246,Triporteur From Heaven 24/33cl,14,6.2,24/33cl,24.79
1007248,Triporteur From Hell 24/33cl,16,6.6,24/33cl,24.83
1005676,Triporteur Full Moon 12 24/33cl,22,12,24/33cl,27.28
1005677,Triporteur Kinky Berry 24/33cl,14,6.2,24/33cl,25.43
1008131,Triporteur Total Loss,16,7.7,24/33cl,33.46
1007247,Triporteur Wild & Funcky 24/33cl,14,5.5,24/33cl,23.75
1008958,Triporteur Wild Killed In Action,14,4.5,24/33cl,23.75
1001753,"Troubadour Blond 6,5% 24/33cl",16,6.5,24/33cl,19.81
1003869,Troubadour Blond 6/75cl,16,6.5,6/75cl,17.15
1006644,Troubadour Imperial Stout,20,9,24/33cl,23.72
1005584,Troubadour Imperial Stout 6/75cl,20,9,6/75cl,19.27
1004979,Troubadour Magma 24/33cl,20,9,24/33cl,23.08
1005167,Troubadour Magma 6/75cl,20,9,6/75cl,19.18
1009007,Troubadour Magma Maris Otter 24/33cl,20,9,24/33cl,25.17
1009006,Troubadour Magma Maris Otter 6/75cl,20,9,6/75cl,20.43
1004503,Troubadour Obscura 6/75cl,18,8.5,6/75cl,18.25
1005853,Troubadour Westkust 24/33cl,20,9.2,24/33cl,23.73
1005585,Troubadour Westkust 6/75cl,20,9,6/75cl,19.5
1004091,Urthel Hop It 24/33cl,20,9.2,24/33cl,22.37
1004790,Urthel Saisonniere 24/33cl,14,6,24/33cl,17.95
1002478,Urthel Samaranth 24/33cl,24,12,24/33cl,23.2
1004552,Val-Dieu Blonde 12/75cl,14,6,12/75cl,24.98
1002498,Val-Dieu Blonde 24/33cl,14,6,24/33cl,20.63
1004553,Val-Dieu Brune 12/75cl,18,8,12/75cl,28.58
1002501,Val-Dieu Brune 24/33cl,18,8,24/33cl,23.74
1008386,Val-Dieu Grand Cru,20,10.5,24/33cl,30.62
1002502,Val-Dieu Grand Cru 12/75cl,20,10.5,12/75cl,36.32
1002504,Val-Dieu Triple 12/75cl,18,9,12/75cl,29.56
1002503,Val-Dieu Triple 24/33cl,18,9,24/33cl,24.17
1001952,Valeir Blond 24/33cl,16,6.5,24/33cl,20.63
1002229,Valeir Divers 24/33cl,16,8.5,24/33cl,23.28
1002048,Valeir Donker 24/33cl,16,6.5,24/33cl,20.43
1004063,Valeir Extra 24/33cl,16,6.5,24/33cl,20.63
1005606,Vanderghinste Oud Bruin 24/25cl,12,5.5,24/25cl,15.28
1003871,Vedett Extra Blond 24/33cl,12,5.2,24/33cl,15.88
1003872,Vedett Extra White 24/33cl,11.5,4.7,24/33cl,15.05
1006325,Vedett IPA 24/33cl,14,6,24/33cl,18.49
1002490,Verhaeghe Vichtenaar 24/25cl,14,5.1,24/25cl,13.83
1004744,Vicaris Generaal 24/33cl,16,8.5,24/33cl,20.74
1005637,Vicaris Quinto 24/33cl,12,5,24/33cl,18.3
1004742,Vicaris Tripel 24/33cl,18,8.5,24/33cl,20.78
1004743,Vicaris Tripel Gueuze 24/33cl,16,7,24/33cl,28.42
1006030,Viven Ale 24/33cl,12,5,24/33cl,20.28
1006028,Viven Blond 24/33cl,14,6.1,24/33cl,21.05
1006029,Viven Bruin 24/33cl,16,6.1,24/33cl,21.09
1006032,Viven Imperial IPA 24/33cl,18,8,24/33cl,28.67
1007293,Viven Master IPA,16,7,24/33cl,22.1
1006031,Viven Smoked Porter 24/33cl,16,7,24/33cl,22.23
1002492,Vleteren Blond 12 Bourbon 24/33cl,20,12,24/33cl,36.23
1002493,Vleteren Alt 8 24/33cl,18,8,24/33cl,18.13
1001798,Vleteren Bruin 12 Port 24/33cl,26,12,24/33cl,42.05
1002491,Vleteren Bruin 8 BA 24/33cl,18,8,24/33cl,23.97
1001759,Waase Wolf 24/33cl,16,6.5,24/33cl,21.53
1002528,Waaslander 24/33cl,16,6.5,24/33cl,21.54
1002560,Westmalle Dubbel 12/75cl,16,7,12/75cl,31.62
1002529,Westmalle Dubbel 24/33cl,15.5,7,24/33cl,17.13
1001760,Westmalle Tripel 12/75cl,20,9.5,12/75cl,42.67
1002530,Westmalle Tripel 24/33cl,20,9.5,24/33cl,22.1
1010468,Wieze Blond 6/75cl,14,5.9,6/75cl,16.93
1009588,Wieze Royal Blond 24/33cl,14,5.9,24/33cl,21.42
1008671,Wieze Tripel,18,8.5,6/75cl,19.13
1005705,Wilderen Goud 24/33cl,14,6.2,24/33cl,18.01
1006194,Wilderen Kriek 24/33cl,14,3.5,24/33cl,24.05
1005704,Wilderen Tripel Kanunnik 24/33cl,18,8.2,24/33cl,22.29
1005217,Winterkoninckske Grand Cru 6/75cl,30,13,6/75cl,27.9
1002525,Witkap Dubbele Pater 24/33cl,16.3,7,24/33cl,19.7
1002526,Witkap Stimulo 24/33cl,13.7,6,24/33cl,17.46
1002527,Witkap Tripel 24/33cl,16.3,7.5,24/33cl,19.7
1001898,Wittekerke 24/25cl,11.6,5,24/25cl,11.2
1001899,Wittekerke Rosé 24/25cl,12,4.3,24/25cl,14.07
1009080,Wolf 6 24/33cl,16,6.9,24/33cl,19.04
1005626,Wolf 7 24/33cl,16,7,24/33cl,19.04
1005627,Wolf 8 24/33cl,18,8,24/33cl,20.17
1005628,Wolf 9 24/33cl,20,9,24/33cl,23.99
1007040,Wolf Carte Blanche,18,8.5,24/33cl,25.79
1002545,Zatte Bie 24/33cl,20,9,24/33cl,21.76
1006110,Zundert 24/33cl,18,8,24/33cl,37.49
